,id,host_since,host_neighbourhood,host_total_listings_count,neighbourhood_cleansed,neighbourhood_group_cleansed,zipcode,latitude,longitude,property_type,room_type,bed_type,square_feet,price,security_deposit,cleaning_fee,availability_365,number_of_reviews,review_scores_value,cancellation_policy,calculated_host_listings_count,geolocation,profile_pic,identity_verified,location_exact,instant_bookable,license_required,guest_pic_required,superhost,guest_phone_verification
7453,14356759,2015-12-17,Carabanchel,2.0,Comillas,Carabanchel,28019,40.39701342408578,-3.711650288131291,Apartment,Entire home/apt,Pull-out Sofa,,27.0,,15.0,146,27,9.0,strict,2.0,"40.39701342408578, -3.711650288131291",True,True,True,True,True,False,False,False
7454,6568756,2015-04-06,,15.0,Opañel,Carabanchel,28019,40.397319622574805,-3.715770644864055,Apartment,Entire home/apt,Real Bed,,85.0,200.0,50.0,299,96,10.0,strict,4.0,"40.397319622574805, -3.7157706448640546",True,True,False,True,True,False,True,False
7455,16632512,2013-11-06,Justicia,18.0,Vista Alegre,Carabanchel,28047,40.38682254209198,-3.743660326490039,Apartment,Private room,Real Bed,,50.0,,,311,0,,flexible,11.0,"40.38682254209198, -3.743660326490039",True,True,True,False,True,False,False,False
7456,14245049,2016-07-17,Carabanchel,16.0,Vista Alegre,Carabanchel,28025,40.38798654363476,-3.739900598364573,Apartment,Private room,Real Bed,,29.0,,10.0,135,0,,moderate,16.0,"40.38798654363476, -3.739900598364573",True,True,True,True,True,False,False,False
7457,14740834,2016-07-28,,1.0,Abrantes,Carabanchel,28025,40.38191864409726,-3.726946221611391,Apartment,Private room,Real Bed,,22.0,,,364,0,,moderate,1.0,"40.38191864409726, -3.726946221611391",True,False,False,True,True,False,False,False
7458,13660079,2016-02-10,,2.0,Abrantes,Carabanchel,28025,40.38490608738244,-3.727584066512945,Apartment,Entire home/apt,Real Bed,,35.0,200.0,20.0,312,2,8.0,moderate,2.0,"40.38490608738244, -3.727584066512945",True,False,False,False,True,False,False,False
7459,16184471,2013-05-29,,3.0,San Fermín,Usera,28041,40.37747831003378,-3.693319454362858,Apartment,Entire home/apt,Real Bed,,24.0,,10.0,322,5,6.0,strict,2.0,"40.37747831003378, -3.6933194543628582",True,True,False,True,True,False,False,False
7460,7758395,2015-07-25,Usera,1.0,Almendrales,Usera,28026,40.38621012836804,-3.699297070044182,Apartment,Private room,Real Bed,,25.0,,,0,0,,flexible,1.0,"40.38621012836804, -3.699297070044182",True,False,True,False,True,False,False,False
7461,17208734,2015-04-23,Usera,2.0,Almendrales,Usera,28026,40.382322984596655,-3.699204257506252,Apartment,Private room,Real Bed,,20.0,,,140,0,,strict,2.0,"40.382322984596655, -3.699204257506252",True,True,True,True,True,False,False,False
7462,6322099,2013-03-12,,3.0,Moscardó,Usera,28026,40.39017077403515,-3.700131540809699,Apartment,Private room,Real Bed,,37.0,,,327,1,10.0,strict,3.0,"40.39017077403515, -3.700131540809699",True,False,False,False,True,False,False,False
7463,16768927,2016-05-21,,1.0,Moscardó,Usera,28026,40.39254301468116,-3.706637597106674,Apartment,Entire home/apt,Real Bed,,60.0,100.0,20.0,106,12,10.0,moderate,1.0,"40.39254301468116, -3.706637597106674",True,True,False,False,True,False,False,False
7464,11365268,2016-02-04,,2.0,Moscardó,Usera,28026,40.38968469887164,-3.701748200945776,Apartment,Private room,Real Bed,,12.0,,12.0,270,7,9.0,strict,2.0,"40.38968469887164, -3.701748200945776",True,False,False,False,True,False,False,False
7466,17845968,2017-03-22,Usera,1.0,Moscardó,Usera,28026,40.38985414727431,-3.7093619033455294,House,Private room,Real Bed,,32.0,,5.0,43,0,,moderate,1.0,"40.38985414727431, -3.7093619033455303",True,False,True,False,True,False,False,False
7467,12008311,2015-12-20,Usera,9.0,Moscardó,Usera,28026,40.38647998524324,-3.7027279661857486,Serviced apartment,Entire home/apt,Real Bed,,37.0,,,204,6,9.0,moderate,9.0,"40.38647998524324, -3.7027279661857486",True,True,False,True,True,False,False,False
7468,9601378,2015-11-23,,1.0,Zofío,Usera,28026,40.38040949470232,-3.71422030339001,Apartment,Entire home/apt,Real Bed,,52.0,,,322,62,9.0,strict,1.0,"40.38040949470232, -3.71422030339001",True,False,False,False,True,False,False,False
7469,14888694,2015-02-24,Puente de Vallecas,1.0,Portazgo,Puente de Vallecas,28038,40.39072232959086,-3.648709846272839,Apartment,Private room,Real Bed,,25.0,,,334,1,10.0,flexible,1.0,"40.39072232959086, -3.6487098462728387",True,False,True,False,True,False,False,False
7470,14177112,2015-08-07,,1.0,Entrevías,Puente de Vallecas,28053,40.38562008527588,-3.6732520542082736,Apartment,Shared room,Couch,,20.0,,,89,1,,flexible,1.0,"40.385620085275875, -3.6732520542082736",True,True,False,False,True,False,False,False
7471,9206737,2015-10-02,Puente de Vallecas,1.0,San Diego,Puente de Vallecas,28018,40.38391147078914,-3.666641509450818,Apartment,Private room,Real Bed,,35.0,,,365,6,10.0,moderate,1.0,"40.383911470789144, -3.6666415094508182",True,True,True,False,True,False,False,False
7472,18045577,2017-04-01,Puente de Vallecas,1.0,San Diego,Puente de Vallecas,28018,40.38385287909606,-3.664027184443064,Apartment,Private room,Real Bed,,12.0,,,172,0,,flexible,1.0,"40.38385287909606, -3.6640271844430634",True,False,True,True,True,False,False,False
7473,13911741,2014-03-15,Argüelles,2.0,San Diego,Puente de Vallecas,28053,40.39436623002437,-3.6688320978440663,Apartment,Entire home/apt,Real Bed,,36.0,140.0,,0,1,10.0,flexible,2.0,"40.39436623002437, -3.6688320978440667",True,False,False,False,True,False,False,False
7474,12886714,2016-05-05,,1.0,Palomeras Bajas,Puente de Vallecas,28053,40.39347442916314,-3.663130989595897,Other,Private room,Real Bed,,20.0,,5.0,349,1,10.0,flexible,1.0,"40.39347442916314, -3.6631309895958966",True,False,False,False,True,False,False,False
7475,914057,2013-01-30,Puente de Vallecas,1.0,Palomeras Sureste,Puente de Vallecas,28018,40.38847341781986,-3.643333249615198,Apartment,Private room,Real Bed,,20.0,,,344,4,10.0,flexible,1.0,"40.38847341781986, -3.643333249615198",True,True,True,False,True,False,False,False
7476,3833696,2014-08-09,Moratalaz,1.0,Fontarrón,Moratalaz,28030,40.40346800032761,-3.644986409129641,Apartment,Private room,Real Bed,,27.0,,10.0,315,16,9.0,strict,1.0,"40.40346800032761, -3.644986409129641",True,True,True,True,True,False,False,False
7477,8826607,2015-10-10,,1.0,Ventas,Ciudad Lineal,28017,40.42776945548081,-3.6553676176730376,Apartment,Private room,Real Bed,,70.0,,,364,0,,flexible,1.0,"40.42776945548081, -3.6553676176730376",True,False,False,False,True,False,False,False
7478,11342179,2016-02-18,,1.0,Pilar,Fuencarral - El Pardo,28029,40.47642797077835,-3.711715549190981,Apartment,Entire home/apt,Real Bed,,90.0,200.0,50.0,318,19,9.0,strict,1.0,"40.47642797077835, -3.7117155491909806",True,True,False,True,True,False,False,False
7479,9409097,2015-04-01,Fuencarral-el Pardo,1.0,Pilar,Fuencarral - El Pardo,28029,40.47795481921265,-3.7091689183066623,Apartment,Private room,Real Bed,,22.0,,,67,16,9.0,flexible,1.0,"40.47795481921265, -3.7091689183066623",True,False,True,True,True,False,False,False
7480,16974614,2017-01-26,Fuencarral-el Pardo,1.0,Valverde,Fuencarral - El Pardo,28050,40.50198026171298,-3.675777864784272,Apartment,Private room,Real Bed,,25.0,,10.0,342,3,9.0,flexible,1.0,"40.50198026171298, -3.6757778647842714",True,False,True,True,True,False,False,False
7481,16473932,2016-12-22,Argüelles,1.0,Casa de Campo,Moncloa - Aravaca,28008,40.42263545715389,-3.7179859000311626,Apartment,Entire home/apt,Real Bed,,100.0,100.0,25.0,150,6,10.0,moderate,1.0,"40.42263545715389, -3.7179859000311626",True,False,True,False,True,False,False,False
7482,8211594,2010-05-14,Argüelles,6.0,Casa de Campo,Moncloa - Aravaca,28008,40.429475235255865,-3.722911353616325,Apartment,Entire home/apt,Real Bed,,130.0,,200.0,0,0,,flexible,4.0,"40.429475235255865, -3.7229113536163254",True,False,True,False,True,False,False,False
7483,12506480,2016-04-18,,1.0,Casa de Campo,Moncloa - Aravaca,28008,40.42225319540585,-3.722199057917266,Apartment,Entire home/apt,Real Bed,,300.0,500.0,100.0,365,0,,flexible,1.0,"40.42225319540585, -3.722199057917266",True,False,False,False,True,False,False,False
7485,10723462,2015-11-22,Puente de Vallecas,7.0,Numancia,Puente de Vallecas,28038,40.400717312055264,-3.667107437475732,Apartment,Entire home/apt,Real Bed,,54.0,,,335,6,8.0,strict,7.0,"40.400717312055264, -3.6671074374757318",True,False,True,False,True,False,False,False
7486,11544990,2015-11-22,Puente de Vallecas,7.0,Numancia,Puente de Vallecas,28038,40.40080868423497,-3.6658307050443537,Apartment,Entire home/apt,Real Bed,,58.0,,,301,16,9.0,strict,7.0,"40.40080868423497, -3.6658307050443537",True,False,True,False,True,False,False,False
7487,3019886,2011-03-07,Castillejos,6.0,Valdemarín,Moncloa - Aravaca,28023,40.46439113956188,-3.7859815333223863,House,Private room,Real Bed,,35.0,,10.0,364,1,8.0,flexible,4.0,"40.464391139561876, -3.7859815333223867",True,True,True,False,True,False,False,False
7488,6322780,2015-05-08,Moncloa,1.0,Aravaca,Moncloa - Aravaca,28023,40.458476489690845,-3.7849691632258304,Bed & Breakfast,Private room,Real Bed,,40.0,,,363,4,10.0,strict,1.0,"40.458476489690845, -3.7849691632258304",True,False,True,False,True,False,False,False
7489,17617503,2015-12-04,,15.0,Cármenes,Latina,28047,40.4021376434508,-3.7327509981611615,Apartment,Private room,Real Bed,,14.0,,,64,0,,strict,3.0,"40.4021376434508, -3.7327509981611615",True,True,False,False,True,False,False,False
7490,13755533,2016-05-02,,1.0,Puerta del Angel,Latina,28011,40.41094229734284,-3.729013612137315,Apartment,Private room,Real Bed,,17.0,,,281,17,10.0,flexible,1.0,"40.410942297342835, -3.729013612137315",True,False,False,True,True,False,True,False
7491,9752401,2015-12-01,Aluche,2.0,Puerta del Angel,Latina,28011,40.40976288128977,-3.728885095942566,Bed & Breakfast,Private room,Real Bed,,12.0,,,355,0,,flexible,2.0,"40.40976288128977, -3.728885095942566",True,True,True,False,True,False,False,False
7492,15786811,2014-11-23,Argüelles,11.0,Puerta del Angel,Latina,28011,40.41366029055824,-3.728000610404941,Apartment,Private room,Real Bed,,25.0,,25.0,180,0,,flexible,10.0,"40.413660290558234, -3.728000610404941",True,True,True,False,True,False,False,False
7493,6758025,2015-06-09,Aluche,3.0,Puerta del Angel,Latina,28011,40.40824069430258,-3.7356772624725503,Apartment,Private room,Real Bed,,19.0,,8.0,280,9,10.0,strict,3.0,"40.40824069430258, -3.7356772624725503",True,True,True,False,True,False,True,False
7494,8772214,2015-10-07,Aluche,2.0,Puerta del Angel,Latina,28011,40.4129529026667,-3.727147484564488,Apartment,Private room,Real Bed,,27.0,,,3,141,9.0,strict,2.0,"40.4129529026667, -3.7271474845644876",True,False,True,True,True,False,False,False
7495,4509891,2014-11-05,Aluche,1.0,Puerta del Angel,Latina,28011,40.41320032747437,-3.727676630572007,Apartment,Entire home/apt,Real Bed,,63.0,,,97,4,10.0,moderate,1.0,"40.41320032747437, -3.727676630572007",True,True,True,False,True,False,False,False
7496,15787492,2014-11-23,Argüelles,11.0,Puerta del Angel,Latina,28011,40.413811283086375,-3.726855857535584,Apartment,Private room,Real Bed,,20.0,,,156,0,,flexible,10.0,"40.413811283086375, -3.7268558575355843",True,True,True,False,True,False,False,False
7498,11354583,2015-03-04,Almagro,1.0,Almagro,Chamberí,28010,40.43768392705317,-3.699258603143661,Apartment,Entire home/apt,Real Bed,,60.0,,30.0,248,15,10.0,moderate,1.0,"40.43768392705317, -3.699258603143661",True,False,True,False,True,False,True,False
7499,16891620,2015-03-05,Sol,18.0,Almagro,Chamberí,28010,40.43640031777439,-3.692044265317652,House,Entire home/apt,Real Bed,,141.0,100.0,35.0,156,3,9.0,moderate,13.0,"40.436400317774385, -3.692044265317652",True,True,True,True,True,False,True,False
7500,3744628,2014-01-10,Almagro,10.0,Almagro,Chamberí,28004,40.428774834236656,-3.695005958151692,Bed & Breakfast,Private room,Real Bed,,45.0,85.0,,96,0,,strict,10.0,"40.428774834236656, -3.6950059581516923",True,True,True,False,True,False,False,False
7501,17324452,2017-02-02,Almagro,3.0,Almagro,Chamberí,28010,40.435702726316784,-3.698251219723669,Apartment,Private room,Real Bed,,25.0,,,13,3,10.0,flexible,3.0,"40.435702726316784, -3.698251219723669",True,False,True,True,True,False,False,False
7502,9896133,2015-11-05,Almagro,2.0,Almagro,Chamberí,28004,40.42806829338038,-3.6944601270628343,Apartment,Entire home/apt,Real Bed,,230.0,500.0,50.0,289,30,9.0,strict,2.0,"40.42806829338038, -3.6944601270628348",True,True,True,False,True,False,False,False
7503,17260620,2017-01-31,,1.0,Rios Rosas,Chamberí,28003,40.4404328246572,-3.6988995647119487,Apartment,Private room,Real Bed,,39.0,,5.0,93,0,,strict,1.0,"40.440432824657194, -3.6988995647119487",True,True,False,False,True,False,False,False
7504,1274889,2012-07-04,Rios Rosas,2.0,Rios Rosas,Chamberí,28003,40.43934261845188,-3.6986654895144766,House,Entire home/apt,Real Bed,,88.0,200.0,25.0,279,12,8.0,moderate,2.0,"40.439342618451875, -3.6986654895144766",True,True,True,False,True,False,True,False
7505,6474674,2015-05-19,Rios Rosas,1.0,Rios Rosas,Chamberí,28003,40.442877710861886,-3.695680768158019,Apartment,Private room,Real Bed,,590.0,,10.0,364,0,,flexible,1.0,"40.442877710861886, -3.695680768158019",True,False,True,False,True,False,False,False
7506,18046744,2015-07-12,Fuencarral-el Pardo,2.0,Peñagrande,Fuencarral - El Pardo,28035,40.47981428109473,-3.725272296016799,Apartment,Entire home/apt,Real Bed,,65.0,100.0,25.0,28,0,,flexible,2.0,"40.47981428109473, -3.725272296016799",True,True,True,False,True,False,False,False
7507,4197765,2010-04-23,Fuencarral-el Pardo,2.0,Peñagrande,Fuencarral - El Pardo,28035,40.48445818322648,-3.72495014444466,House,Private room,Real Bed,,21.0,100.0,,248,3,9.0,strict,2.0,"40.48445818322648, -3.7249501444446595",True,True,True,True,True,False,False,False
7508,16211119,2016-12-02,,1.0,Argüelles,Moncloa - Aravaca,28008,40.426210928945935,-3.716508608280402,Apartment,Private room,Real Bed,,35.0,,5.0,9,8,10.0,flexible,1.0,"40.426210928945935, -3.7165086082804026",True,False,False,True,True,False,False,False
